"business_id","location_id","name","business_type","product_type","owner_experience_years","work_hours_per_day","work_days_per_week","store_area_m2","rent_monthly","staff_cost_monthly","utilities_cost_monthly","opening_date","created_at"
370,231,Ezbet El Nakhl Coffee Corner,cafe,coffee_beverages,12,12,7,95,18000.00,16000.00,3600.00,2019-11-19,2026-01-19 16:03:50.006 +0200
371,183,Sheikh Zayed Central Grocery,grocery,food_items,16,14,7,150,26000.00,27000.00,5200.00,2017-04-18,2026-01-19 16:03:50.006 +0200
372,184,Sheikh Zayed Grill House,restaurant,grilled_food,18,15,7,135,28000.00,26000.00,5600.00,2016-09-02,2026-01-19 16:03:50.006 +0200
373,185,Sheikh Zayed Electronics,retail,electronics,11,11,6,100,30000.00,18000.00,3800.00,2020-02-11,2026-01-19 16:03:50.006 +0200
374,186,Sheikh Zayed Repair Hub,service,general_repair,14,10,6,70,24000.00,14000.00,3000.00,2018-06-07,2026-01-19 16:03:50.006 +0200
375,187,Sheikh Zayed Coffee Lounge,cafe,coffee_beverages,7,12,7,80,29000.00,15000.00,3300.00,2021-03-26,2026-01-19 16:03:50.006 +0200
376,178,"6th October Mega Grocery",grocery,food_items,20,14,7,180,23000.00,33000.00,6100.00,2014-02-15,2026-01-19 16:03:50.006 +0200
377,179,"6th October BBQ Grill",restaurant,grilled_food,23,15,7,165,25000.00,30000.00,6500.00,2013-07-09,2026-01-19 16:03:50.006 +0200
378,180,"6th October Electronics World",retail,electronics,14,11,6,115,27000.00,19000.00,3900.00,2018-05-22,2026-01-19 16:03:50.006 +0200
379,181,"6th October Repair Center",service,general_repair,18,10,6,85,23000.00,15500.00,3200.00,2016-11-13,2026-01-19 16:03:50.006 +0200
380,182,"6th October Coffee Stop",cafe,coffee_beverages,9,12,7,90,26000.00,15000.00,3400.00,2019-08-01,2026-01-19 16:03:50.006 +0200
381,173,Haram Main Grocery,grocery,food_items,24,14,7,190,18000.00,35000.00,6600.00,2012-03-05,2026-01-19 16:03:50.006 +0200
382,173,Haram Street Grill,restaurant,grilled_food,26,15,7,175,18500.00,32000.00,6900.00,2010-06-21,2026-01-19 16:03:50.006 +0200
383,173,Haram Electronics Center,retail,electronics,16,11,6,120,20000.00,18000.00,3900.00,2018-09-14,2026-01-19 16:03:50.006 +0200
384,173,Haram Repair Services,service,general_repair,21,10,6,90,17500.00,16000.00,3300.00,2016-02-08,2026-01-19 16:03:50.006 +0200
385,173,Haram Coffee Corner,cafe,coffee_beverages,12,12,7,95,18000.00,16000.00,3600.00,2019-10-30,2026-01-19 16:03:50.006 +0200
386,174,Faisal Central Grocery,grocery,food_items,23,14,7,185,17500.00,34000.00,6400.00,2011-01-27,2026-01-19 16:03:50.006 +0200
387,174,Faisal Grill Station,restaurant,grilled_food,25,15,7,170,18000.00,31000.00,6700.00,2010-04-19,2026-01-19 16:03:50.006 +0200
388,174,Faisal Electronics Hub,retail,electronics,15,11,6,115,19500.00,17500.00,3800.00,2018-06-03,2026-01-19 16:03:50.006 +0200
389,174,Faisal Repair Workshop,service,general_repair,19,10,6,85,17000.00,15500.00,3200.00,2016-12-14,2026-01-19 16:03:50.006 +0200
390,174,Faisal Coffee Stop,cafe,coffee_beverages,10,12,7,90,17500.00,15500.00,3500.00,2019-09-17,2026-01-19 16:03:50.006 +0200
391,12,Dokki Central Grocery,grocery,food_items,18,14,7,160,22000.00,29000.00,5600.00,2015-05-06,2026-01-19 16:03:50.006 +0200
392,13,Dokki Grill House,restaurant,grilled_food,21,15,7,145,24000.00,27000.00,5900.00,2014-08-28,2026-01-19 16:03:50.006 +0200
393,14,Dokki Electronics,retail,electronics,13,11,6,105,26000.00,18000.00,3800.00,2019-01-11,2026-01-19 16:03:50.006 +0200
394,15,Dokki Repair Center,service,general_repair,16,10,6,75,21000.00,14500.00,3100.00,2017-07-03,2026-01-19 16:03:50.006 +0200
395,16,Dokki Coffee Lounge,cafe,coffee_beverages,8,12,7,85,25000.00,15000.00,3400.00,2021-02-14,2026-01-19 16:03:50.006 +0200
396,57,Agouza Central Grocery,grocery,food_items,19,14,7,165,21000.00,30000.00,5800.00,2014-03-18,2026-01-19 16:03:50.006 +0200
397,58,Agouza Grill Station,restaurant,grilled_food,22,15,7,150,23000.00,28000.00,6100.00,2013-10-07,2026-01-19 16:03:50.006 +0200
398,59,Agouza Electronics Center,retail,electronics,14,11,6,110,24500.00,17000.00,3700.00,2018-04-21,2026-01-19 16:03:50.006 +0200
399,60,Agouza Repair Hub,service,general_repair,17,10,6,80,20500.00,15000.00,3200.00,2016-09-12,2026-01-19 16:03:50.006 +0200
400,61,Agouza Coffee Stop,cafe,coffee_beverages,9,12,7,90,23500.00,15000.00,3500.00,2019-12-05,2026-01-19 16:03:50.006 +0200
401,62,Imbaba Central Grocery,grocery,food_items,24,14,7,190,17000.00,35000.00,6600.00,2011-02-09,2026-01-19 16:03:50.006 +0200
402,63,Imbaba Grill House,restaurant,grilled_food,26,15,7,175,17500.00,32000.00,6900.00,2010-07-18,2026-01-19 16:03:50.006 +0200
403,64,Imbaba Electronics,retail,electronics,16,11,6,120,19000.00,18000.00,3900.00,2018-03-14,2026-01-19 16:03:50.006 +0200
404,65,Imbaba Repair Services,service,general_repair,21,10,6,90,16500.00,16000.00,3300.00,2016-01-25,2026-01-19 16:03:50.006 +0200
405,66,Imbaba Coffee Corner,cafe,coffee_beverages,12,12,7,95,17000.00,16000.00,3600.00,2019-11-21,2026-01-19 16:03:50.006 +0200
406,72,Bulaq Central Grocery,grocery,food_items,23,14,7,185,17500.00,34000.00,6400.00,2011-05-16,2026-01-19 16:03:50.006 +0200
407,73,Bulaq Grill Station,restaurant,grilled_food,25,15,7,170,18000.00,31000.00,6700.00,2010-09-03,2026-01-19 16:03:50.006 +0200
408,74,Bulaq Electronics Hub,retail,electronics,15,11,6,115,19500.00,17500.00,3800.00,2018-07-28,2026-01-19 16:03:50.006 +0200
409,75,Bulaq Repair Workshop,service,general_repair,19,10,6,85,17000.00,15500.00,3200.00,2016-04-11,2026-01-19 16:03:50.006 +0200
410,76,Bulaq Coffee Stop,cafe,coffee_beverages,10,12,7,90,17500.00,15500.00,3500.00,2019-08-23,2026-01-19 16:03:50.006 +0200
411,52,Helwan Central Grocery,grocery,food_items,22,14,7,180,17000.00,33000.00,6200.00,2012-01-06,2026-01-19 16:03:50.006 +0200
412,53,Helwan Grill House,restaurant,grilled_food,25,15,7,165,17500.00,30000.00,6500.00,2011-11-09,2026-01-19 16:03:50.006 +0200
413,54,Helwan Electronics,retail,electronics,15,11,6,110,18500.00,17000.00,3700.00,2018-05-02,2026-01-19 16:03:50.006 +0200
414,55,Helwan Repair Center,service,general_repair,19,10,6,80,16000.00,15000.00,3100.00,2016-08-19,2026-01-19 16:03:50.006 +0200
415,56,Helwan Coffee Lounge,cafe,coffee_beverages,10,12,7,85,16500.00,15000.00,3400.00,2019-06-27,2026-01-19 16:03:50.006 +0200
416,87,Maadi Central Grocery,grocery,food_items,17,14,7,150,26000.00,27000.00,5200.00,2016-03-24,2026-01-19 16:03:50.006 +0200
417,88,Maadi Grill Station,restaurant,grilled_food,19,15,7,135,28000.00,26000.00,5600.00,2015-07-13,2026-01-19 16:03:50.006 +0200
418,89,Maadi Electronics Center,retail,electronics,12,11,6,100,30000.00,18000.00,3800.00,2020-01-08,2026-01-19 16:03:50.006 +0200
419,90,Maadi Repair Hub,service,general_repair,15,10,6,70,24000.00,14000.00,3000.00,2018-10-16,2026-01-19 16:03:50.006 +0200
420,91,Maadi Coffee Corner,cafe,coffee_beverages,7,12,7,80,29000.00,15000.00,3300.00,2021-05-29,2026-01-19 16:03:50.006 +0200
421,142,Ring Road Market Grocery,grocery,food_items,20,14,7,170,18000.00,31000.00,6000.00,2013-05-21,2026-01-19 16:03:50.006 +0200
422,142,Ring Road Grill Corner,restaurant,grilled_food,23,15,7,155,18500.00,29000.00,6300.00,2012-08-09,2026-01-19 16:03:50.006 +0200
423,142,Ring Road Electronics,retail,electronics,14,11,6,110,19500.00,17000.00,3700.00,2018-11-13,2026-01-19 16:03:50.006 +0200
424,142,Ring Road Repair Services,service,general_repair,18,10,6,80,17000.00,15000.00,3100.00,2016-06-27,2026-01-19 16:03:50.006 +0200
425,142,Ring Road Coffee Stop,cafe,coffee_beverages,9,12,7,85,17500.00,15000.00,3400.00,2019-10-02,2026-01-19 16:03:50.006 +0200
426,232,Kafr Tohormos Grocery,grocery,food_items,22,14,7,180,17000.00,33000.00,6200.00,2012-02-23,2026-01-19 16:03:50.006 +0200
427,233,Kafr Tohormos Grill,restaurant,grilled_food,25,15,7,165,17500.00,30000.00,6500.00,2011-07-16,2026-01-19 16:03:50.006 +0200
428,234,Kafr Tohormos Electronics,retail,electronics,15,11,6,110,19000.00,17000.00,3700.00,2018-01-30,2026-01-19 16:03:50.006 +0200
429,235,Kafr Tohormos Repair Hub,service,general_repair,19,10,6,80,16500.00,15000.00,3100.00,2016-09-04,2026-01-19 16:03:50.006 +0200
430,236,Kafr Tohormos Coffee Stop,cafe,coffee_beverages,10,12,7,85,17000.00,15000.00,3400.00,2019-05-22,2026-01-19 16:03:50.006 +0200
431,242,Meet Halfa Grocery,grocery,food_items,21,14,7,175,17000.00,32000.00,6100.00,2012-01-19,2026-01-19 16:03:50.006 +0200
432,243,Meet Halfa Grill Station,restaurant,grilled_food,24,15,7,160,17500.00,29000.00,6300.00,2011-08-11,2026-01-19 16:03:50.006 +0200
433,244,Meet Halfa Electronics,retail,electronics,14,11,6,105,18500.00,16500.00,3600.00,2018-04-25,2026-01-19 16:03:50.006 +0200
434,245,Meet Halfa Repair Center,service,general_repair,18,10,6,75,16000.00,14500.00,3000.00,2016-06-02,2026-01-19 16:03:50.006 +0200
435,246,Meet Halfa Coffee Corner,cafe,coffee_beverages,9,12,7,80,16500.00,14500.00,3300.00,2019-10-09,2026-01-19 16:03:50.006 +0200
436,237,Bashtil Central Grocery,grocery,food_items,22,14,7,180,17000.00,33000.00,6200.00,2012-03-03,2026-01-19 16:03:50.006 +0200
437,238,Bashtil Grill House,restaurant,grilled_food,25,15,7,165,17500.00,30000.00,6500.00,2011-09-24,2026-01-19 16:03:50.006 +0200
438,239,Bashtil Electronics Hub,retail,electronics,15,11,6,110,19000.00,17000.00,3700.00,2018-02-15,2026-01-19 16:03:50.006 +0200
439,240,Bashtil Repair Services,service,general_repair,19,10,6,80,16500.00,15000.00,3100.00,2016-11-22,2026-01-19 16:03:50.006 +0200
440,241,Bashtil Coffee Stop,cafe,coffee_beverages,10,12,7,85,17000.00,15000.00,3400.00,2019-07-16,2026-01-19 16:03:50.006 +0200
441,176,October Central Grocery,grocery,food_items,19,14,7,170,21000.00,30000.00,5800.00,2015-04-12,2026-01-19 16:03:50.006 +0200
442,177,October Grill House,restaurant,grilled_food,22,15,7,155,23000.00,28000.00,6100.00,2014-08-23,2026-01-19 16:03:50.006 +0200
443,178,October Electronics,retail,electronics,13,11,6,110,26000.00,17000.00,3700.00,2019-01-15,2026-01-19 16:03:50.006 +0200
444,179,October Repair Center,service,general_repair,17,10,6,80,22000.00,14500.00,3200.00,2017-06-04,2026-01-19 16:03:50.006 +0200
445,180,October Coffee Stop,cafe,coffee_beverages,8,12,7,85,25000.00,15000.00,3400.00,2021-03-09,2026-01-19 16:03:50.006 +0200
446,177,Mall of Arabia Mini Market,grocery,food_items,12,13,7,120,32000.00,22000.00,4500.00,2020-02-17,2026-01-19 16:03:50.006 +0200
447,177,Mall of Arabia Food Court Grill,restaurant,fast_food,6,16,7,95,35000.00,26000.00,7200.00,2022-07-01,2026-01-19 16:03:50.006 +0200
448,177,Mall of Arabia Electronics,retail,electronics,9,11,6,90,34000.00,16000.00,3900.00,2021-11-28,2026-01-19 16:03:50.006 +0200
449,177,Mall of Arabia Repair Kiosk,service,electronics_repair,4,10,7,35,18000.00,8000.00,1900.00,2023-05-14,2026-01-19 16:03:50.006 +0200
450,177,Mall of Arabia Coffee,cafe,coffee_beverages,5,14,7,60,30000.00,14000.00,3600.00,2022-09-06,2026-01-19 16:03:50.006 +0200
451,181,Sheikh Zayed Central Grocery,grocery,food_items,18,14,7,160,27000.00,29000.00,5600.00,2016-03-11,2026-01-19 16:03:50.006 +0200
452,182,Sheikh Zayed Grill House,restaurant,grilled_food,21,15,7,145,29000.00,27000.00,6000.00,2015-10-02,2026-01-19 16:03:50.006 +0200
453,183,Sheikh Zayed electronics,retail,electronics,11,11,6,105,31000.00,17500.00,3800.00,2020-01-19,2026-01-19 16:03:50.006 +0200
454,184,Sheikh Zayed Repair Hub,service,general_repair,15,10,6,75,25000.00,14500.00,3100.00,2018-07-07,2026-01-19 16:03:50.006 +0200
455,185,Sheikh Zayed Coffee Lounge,cafe,coffee_beverages,7,12,7,85,30000.00,15000.00,3400.00,2021-06-22,2026-01-19 16:03:50.006 +0200
456,186,Hawamdeya Main Grocery,grocery,food_items,24,14,7,185,17000.00,34000.00,6400.00,2012-02-18,2026-01-19 16:03:50.006 +0200
457,187,Hawamdeya Grill Station,restaurant,grilled_food,27,15,7,170,17500.00,31000.00,6700.00,2010-11-03,2026-01-19 16:03:50.006 +0200
458,188,Hawamdeya Electronics,retail,electronics,16,11,6,115,19000.00,17500.00,3800.00,2018-04-27,2026-01-19 16:03:50.006 +0200
459,189,Hawamdeya Repair Services,service,general_repair,20,10,6,85,16500.00,15500.00,3200.00,2016-09-15,2026-01-19 16:03:50.006 +0200
460,190,Hawamdeya Coffee Stop,cafe,coffee_beverages,11,12,7,90,17000.00,15500.00,3500.00,2019-12-01,2026-01-19 16:03:50.006 +0200
461,191,Fayoum Road Mega Grocery,grocery,food_items,22,14,7,180,18500.00,33000.00,6200.00,2013-01-29,2026-01-19 16:03:50.006 +0200
462,192,Fayoum Road Grill,restaurant,grilled_food,25,15,7,165,18000.00,30000.00,6500.00,2011-08-14,2026-01-19 16:03:50.006 +0200
463,193,Fayoum Road Electronics,retail,electronics,14,11,6,110,19500.00,17000.00,3700.00,2018-02-06,2026-01-19 16:03:50.006 +0200
464,194,Fayoum Road Repair Hub,service,general_repair,18,10,6,80,17000.00,15000.00,3100.00,2016-11-20,2026-01-19 16:03:50.006 +0200
465,195,Fayoum Road Coffee Stop,cafe,coffee_beverages,9,12,7,85,17500.00,15000.00,3400.00,2019-07-05,2026-01-19 16:03:50.006 +0200
466,196,Maryotia Central Grocery,grocery,food_items,23,14,7,185,17500.00,34000.00,6400.00,2012-03-17,2026-01-19 16:03:50.006 +0200
467,197,Maryotia Grill Station,restaurant,grilled_food,26,15,7,170,18000.00,31000.00,6700.00,2010-12-12,2026-01-19 16:03:50.006 +0200
468,198,Maryotia Electronics,retail,electronics,15,11,6,115,19500.00,17500.00,3800.00,2018-06-30,2026-01-19 16:03:50.006 +0200
469,199,Maryotia Repair Services,service,general_repair,19,10,6,85,17000.00,15500.00,3200.00,2016-04-19,2026-01-19 16:03:50.006 +0200
470,200,Maryotia Coffee Corner,cafe,coffee_beverages,10,12,7,90,17500.00,15500.00,3500.00,2019-10-27,2026-01-19 16:03:50.006 +0200
471,176,October Central Grocery,grocery,food_items,19,14,7,170,21500.00,30500.00,5900.00,2015-04-12,2026-01-19 16:03:50.006 +0200
472,224,Industrial Supplies Warehouse,retail,industrial_tools,8,10,6,220,9000.00,18000.00,4100.00,2021-09-03,2026-01-19 16:03:50.006 +0200
473,105,Ring Road Snack Kiosk,restaurant,snacks,3,12,7,30,12000.00,7000.00,1800.00,2023-02-11,2026-01-19 16:03:50.006 +0200
474,105,Ring Road Coffee Stop,cafe,coffee_beverages,6,12,7,65,15000.00,12000.00,2900.00,2022-06-08,2026-01-19 16:03:50.006 +0200
475,105,Ring Road Mini Market,grocery,food_items,15,13,7,95,16000.00,14000.00,3100.00,2019-11-16,2026-01-19 16:03:50.006 +0200
476,176,"6th October Student Cafe",cafe,coffee_snacks,4,14,7,60,14000.00,11000.00,2700.00,2022-10-01,2026-01-19 16:03:50.006 +0200
477,177,"6th October Copy Center",service,printing,18,10,6,55,13000.00,10000.00,2500.00,2015-05-21,2026-01-19 16:03:50.006 +0200
478,178,"6th October Pharmacy",pharmacy,medicines,11,12,7,65,17000.00,13000.00,3000.00,2018-08-09,2026-01-19 16:03:50.006 +0200
479,179,"6th October Phone Repair",service,mobile_repair,9,10,6,50,14000.00,9000.00,2200.00,2020-03-12,2026-01-19 16:03:50.006 +0200
480,180,"6th October Bakery",bakery,bread_pastries,20,13,7,80,15000.00,17000.00,3600.00,2014-12-27,2026-01-19 16:03:50.006 +0200
481,181,Sheikh Zayed Organic Market,grocery,organic_food,6,11,6,75,32000.00,15000.00,3400.00,2021-04-04,2026-01-19 16:03:50.006 +0200
482,182,Sheikh Zayed Sushi Bar,restaurant,asian_food,5,12,6,90,35000.00,22000.00,5200.00,2022-08-18,2026-01-19 16:03:50.006 +0200
483,183,Sheikh Zayed Pet Shop,retail,pet_supplies,7,10,6,70,28000.00,12000.00,2600.00,2020-12-02,2026-01-19 16:03:50.006 +0200
484,184,Sheikh Zayed Laundry,service,laundry,14,12,7,65,20000.00,11000.00,2900.00,2017-06-25,2026-01-19 16:03:50.006 +0200
485,185,Sheikh Zayed Dessert Cafe,cafe,desserts,4,12,7,80,31000.00,14000.00,3600.00,2022-05-10,2026-01-19 16:03:50.006 +0200
486,186,Hawamdeya Market Butchery,retail,meat_products,29,12,7,85,14000.00,18000.00,3700.00,2009-07-01,2026-01-19 16:03:50.006 +0200
487,187,Hawamdeya Fish Grill,restaurant,seafood,24,15,7,150,16500.00,26000.00,6000.00,2012-11-19,2026-01-19 16:03:50.006 +0200
488,188,Hawamdeya Spare Parts,retail,auto_parts,17,11,6,95,15000.00,16000.00,3300.00,2016-03-08,2026-01-19 16:03:50.006 +0200
489,189,Hawamdeya Juice Bar,cafe,fresh_juice,6,11,7,55,13000.00,9000.00,2400.00,2021-07-22,2026-01-19 16:03:50.006 +0200
490,190,Hawamdeya Grocery Express,grocery,food_items,10,13,7,100,14500.00,16000.00,3200.00,2019-10-14,2026-01-19 16:03:50.006 +0200
491,196,Maryotia Tourism Gifts,retail,souvenirs,12,10,6,85,22000.00,13000.00,2800.00,2018-04-03,2026-01-19 16:03:50.006 +0200
492,197,Maryotia Pizza Corner,restaurant,fast_food,7,14,7,75,20000.00,16000.00,4200.00,2020-09-09,2026-01-19 16:03:50.006 +0200
493,198,Maryotia Mini Market,grocery,food_items,16,14,7,110,17000.00,20000.00,3900.00,2016-12-01,2026-01-19 16:03:50.006 +0200
494,199,Maryotia Phone Repair,service,mobile_repair,11,10,6,55,14000.00,10000.00,2400.00,2019-02-18,2026-01-19 16:03:50.006 +0200
495,200,Maryotia Coffee Stop,cafe,coffee_beverages,8,12,7,70,16000.00,12000.00,2900.00,2021-01-27,2026-01-19 16:03:50.006 +0200
496,191,Fayoum Road Auto Service,service,auto_repair,21,10,6,120,18000.00,20000.00,4500.00,2014-06-06,2026-01-19 16:03:50.006 +0200
497,192,Fayoum Road Tyres Shop,retail,auto_parts,18,11,6,95,16500.00,15000.00,3300.00,2016-08-24,2026-01-19 16:03:50.006 +0200
498,193,Fayoum Road Coffee Kiosk,cafe,coffee_beverages,3,10,7,25,9000.00,6000.00,1500.00,2023-01-05,2026-01-19 16:03:50.006 +0200
499,194,Fayoum Road Mini Grocery,grocery,food_items,9,13,7,90,14000.00,15000.00,3000.00,2020-05-17,2026-01-19 16:03:50.006 +0200
500,195,Fayoum Road Shawarma,restaurant,fast_food,14,14,7,85,15500.00,18000.00,4200.00,2017-09-29,2026-01-19 16:03:50.006 +0200
501,176,October Industrial Canteen,restaurant,egyptian_food,0,10,6,100,12000.00,16000.00,3800.00,2022-02-02,2026-01-19 16:03:50.006 +0200
502,177,October Tools Store,retail,hardware_tools,19,11,6,115,18000.00,17000.00,3500.00,2015-11-11,2026-01-19 16:03:50.006 +0200
503,178,October Workers Grocery,grocery,food_items,12,14,7,130,15000.00,20000.00,4200.00,2018-07-08,2026-01-19 16:03:50.006 +0200
504,179,October Phone Accessories,retail,mobile_accessories,6,11,6,60,14000.00,10000.00,2300.00,2021-06-19,2026-01-19 16:03:50.006 +0200
505,180,October Tea & Coffee,cafe,tea_drinks,10,12,7,75,16000.00,13000.00,3000.00,2019-03-14,2026-01-19 16:03:50.006 +0200
506,181,Sheikh Zayed Night Cafe,cafe,coffee_beverages,8,16,7,90,32000.00,17000.00,5200.00,2020-08-30,2026-01-19 16:03:50.006 +0200
507,182,Sheikh Zayed Late Snacks,restaurant,snacks,5,15,7,70,28000.00,15000.00,4300.00,2022-04-11,2026-01-19 16:03:50.006 +0200
508,183,Sheikh Zayed Convenience Store,grocery,food_items,7,13,7,95,26000.00,16000.00,3600.00,2021-01-03,2026-01-19 16:03:50.006 +0200
509,184,Sheikh Zayed Vape Shop,retail,vape_products,4,11,6,50,24000.00,9000.00,2100.00,2023-03-07,2026-01-19 16:03:50.006 +0200
510,185,Sheikh Zayed Car Wash,service,car_wash,13,12,7,140,20000.00,14000.00,4000.00,2017-05-22,2026-01-19 16:03:50.006 +0200
511,186,Hawamdeya Public Bakery,bakery,bread_pastries,31,14,7,90,12000.00,19000.00,3600.00,2008-09-01,2026-01-19 16:03:50.006 +0200
512,187,Hawamdeya Community Pharmacy,pharmacy,medicines,16,12,7,65,14000.00,13000.00,3000.00,2016-12-14,2026-01-19 16:03:50.006 +0200
513,188,Hawamdeya Phone Shop,retail,mobile_phones,9,11,6,55,13500.00,10000.00,2300.00,2019-04-27,2026-01-19 16:03:50.006 +0200
514,189,Hawamdeya Repair Corner,service,electronics_repair,14,10,6,60,14500.00,11000.00,2600.00,2017-08-06,2026-01-19 16:03:50.006 +0200
515,190,Hawamdeya Coffee Spot,cafe,coffee_beverages,7,12,7,70,15000.00,12000.00,2900.00,2021-11-15,2026-01-19 16:03:50.006 +0200
516,196,Maryotia BBQ & Grill,restaurant,grilled_food,23,15,7,160,18000.00,30000.00,6500.00,2012-06-20,2026-01-19 16:03:50.006 +0200
517,197,Maryotia Grocery Plus,grocery,food_items,18,14,7,150,16500.00,26000.00,5200.00,2016-10-02,2026-01-19 16:03:50.006 +0200
518,198,Maryotia Electronics World,retail,electronics,12,11,6,100,19000.00,16000.00,3500.00,2019-02-14,2026-01-19 16:03:50.006 +0200
519,199,Maryotia Services Center,service,general_repair,17,10,6,75,16000.00,14500.00,3000.00,2016-05-09,2026-01-19 16:03:50.006 +0200
520,200,Maryotia Coffee Lounge,cafe,coffee_beverages,9,12,7,85,17000.00,15000.00,3400.00,2019-09-18,2026-01-19 16:03:50.006 +0200
521,191,Fayoum Road Fruits Market,retail,fruits_vegetables,20,13,7,120,15000.00,18000.00,3600.00,2015-04-26,2026-01-19 16:03:50.006 +0200
522,192,Fayoum Road Meat Shop,retail,meat_products,27,12,7,85,14000.00,19000.00,3700.00,2011-03-17,2026-01-19 16:03:50.006 +0200
523,193,Fayoum Road Mini Cafe,cafe,coffee_beverages,6,11,7,55,13000.00,10000.00,2400.00,2020-08-31,2026-01-19 16:03:50.006 +0200
524,194,Fayoum Road Repair Garage,service,auto_repair,22,10,6,130,19000.00,21000.00,4600.00,2013-12-04,2026-01-19 16:03:50.006 +0200
525,195,Fayoum Road Grocery Express,grocery,food_items,11,14,7,100,14500.00,16000.00,3200.00,2019-01-20,2026-01-19 16:03:50.006 +0200
526,176,October Roadside Cafe,cafe,coffee_beverages,5,12,7,60,13500.00,11000.00,2600.00,2022-06-13,2026-01-19 16:03:50.006 +0200
527,177,October Mini Market,grocery,food_items,13,14,7,110,15000.00,18000.00,3500.00,2018-10-08,2026-01-19 16:03:50.006 +0200
528,178,October Electronics Repair,service,electronics_repair,10,10,6,65,14500.00,12000.00,2700.00,2019-07-24,2026-01-19 16:03:50.006 +0200
529,179,October Shawarma,restaurant,fast_food,16,14,7,90,16000.00,19000.00,4300.00,2016-05-19,2026-01-19 16:03:50.006 +0200
530,180,October Coffee Corner,cafe,coffee_beverages,8,12,7,75,15500.00,13000.00,3000.00,2021-02-08,2026-01-19 16:03:50.006 +0200
531,181,Sheikh Zayed Central Grocery ,grocery,food_items,18,14,7,160,27000.00,29000.00,5600.00,2016-03-11,2026-01-19 16:03:50.006 +0200
532,182,Sheikh Zayed Burger Joint,restaurant,fast_food,6,14,7,85,31000.00,18000.00,4600.00,2022-12-04,2026-01-19 16:03:50.006 +0200
533,183,Sheikh Zayed Electronics Hub,retail,electronics,11,11,6,105,30000.00,17000.00,3700.00,2020-09-19,2026-01-19 16:03:50.006 +0200
534,184,Sheikh Zayed Repair Center,service,general_repair,15,10,6,75,25000.00,14500.00,3100.00,2018-07-07,2026-01-19 16:03:50.006 +0200
535,185,Sheikh Zayed Coffee Point,cafe,coffee_beverages,7,12,7,85,29000.00,15000.00,3400.00,2021-06-22,2026-01-19 16:03:50.006 +0200
536,186,Hawamdeya Night Cafe,cafe,coffee_beverages,6,16,7,80,16000.00,15000.00,4800.00,2020-08-14,2026-01-19 16:03:50.006 +0200
537,187,Hawamdeya Late Grill,restaurant,grilled_food,19,16,7,145,17500.00,28000.00,6200.00,2015-10-09,2026-01-19 16:03:50.006 +0200
538,188,Hawamdeya Mini Grocery,grocery,food_items,8,13,7,95,14000.00,15000.00,3000.00,2021-01-26,2026-01-19 16:03:50.006 +0200
539,189,Hawamdeya Phone Accessories,retail,mobile_accessories,5,11,6,50,13000.00,9000.00,2100.00,2022-05-02,2026-01-19 16:03:50.006 +0200
540,190,Hawamdeya Coffee Corner,cafe,coffee_beverages,7,12,7,70,15000.00,12000.00,2900.00,2021-11-15,2026-01-19 16:03:50.006 +0200
541,211,Oseem Central Grocery,grocery,food_items,22,14,7,180,17000.00,33000.00,6200.00,2012-02-06,2026-01-19 16:03:50.006 +0200
542,212,Oseem Grill House,restaurant,grilled_food,25,15,7,165,17500.00,30000.00,6500.00,2011-09-19,2026-01-19 16:03:50.006 +0200
543,213,Oseem Electronics,retail,electronics,15,11,6,110,19000.00,17000.00,3700.00,2018-03-27,2026-01-19 16:03:50.006 +0200
544,214,Oseem Repair Services,service,general_repair,19,10,6,80,16500.00,15000.00,3100.00,2016-11-14,2026-01-19 16:03:50.006 +0200
545,215,Oseem Coffee Stop,cafe,coffee_beverages,10,12,7,85,17000.00,15000.00,3400.00,2019-07-08,2026-01-19 16:03:50.006 +0200
546,216,Manshiyet El Qanater Grocery,grocery,food_items,23,14,7,185,16500.00,34000.00,6400.00,2011-04-23,2026-01-19 16:03:50.006 +0200
547,217,Manshiyet El Qanater Grill,restaurant,grilled_food,26,15,7,170,17000.00,31000.00,6700.00,2010-12-01,2026-01-19 16:03:50.006 +0200
548,218,Manshiyet El Qanater Electronics,retail,electronics,16,11,6,115,18500.00,17500.00,3800.00,2018-05-11,2026-01-19 16:03:50.006 +0200
549,219,Manshiyet El Qanater Repair Hub,service,general_repair,20,10,6,85,16000.00,15500.00,3200.00,2016-08-18,2026-01-19 16:03:50.006 +0200
550,220,Manshiyet El Qanater Coffee,cafe,coffee_beverages,11,12,7,90,16500.00,15500.00,3500.00,2019-10-03,2026-01-19 16:03:50.006 +0200
551,221,Qalyub Central Grocery,grocery,food_items,24,14,7,190,18000.00,35000.00,6600.00,2011-02-12,2026-01-19 16:03:50.006 +0200
552,222,Qalyub Grill Station,restaurant,grilled_food,27,15,7,175,18500.00,32000.00,6900.00,2010-05-27,2026-01-19 16:03:50.006 +0200
553,223,Qalyub Electronics Hub,retail,electronics,16,11,6,120,20000.00,18000.00,3900.00,2018-09-09,2026-01-19 16:03:50.006 +0200
554,224,Qalyub Repair Center,service,general_repair,21,10,6,90,17500.00,16000.00,3300.00,2016-01-21,2026-01-19 16:03:50.006 +0200
